id,Actual Count,Result at conf = 0.0275,Difference,Percentage Error,,Result at conf = 0.1,Difference,Percentage Error,,Result at conf = 0.025,Difference,Percentage Error,,Result at conf = 0.0225,Difference,Percentage Error,
1529,23,25,-2,0.0870,,18,5,0.2174,,26,-3,0.1304,,30,-7,0.3043,
1530,23,21,2,0.0870,,16,7,0.3043,,21,2,0.0870,,25,-2,0.0870,
1531,26,31,-5,0.1923,,15,11,0.4231,,31,-5,0.1923,,31,-5,0.1923,
1532,27,32,-5,0.1852,,17,10,0.3704,,33,-6,0.2222,,35,-8,0.2963,
1533,25,28,-3,0.1200,,18,7,0.2800,,29,-4,0.1600,,33,-8,0.3200,
1534,35,30,5,0.1429,,20,15,0.4286,,31,4,0.1143,,32,3,0.0857,
1535,36,28,8,0.2222,,19,17,0.4722,,30,6,0.1667,,33,3,0.0833,
1536,35,25,10,0.2857,,19,16,0.4571,,25,10,0.2857,,31,4,0.1143,
1537,33,26,7,0.2121,,16,17,0.5152,,26,7,0.2121,,27,6,0.1818,
1538,34,29,5,0.1471,,17,17,0.5000,,29,5,0.1471,,33,1,0.0294,
1539,31,25,6,0.1935,,18,13,0.4194,,25,6,0.1935,,26,5,0.1613,
1540,33,26,7,0.2121,,19,14,0.4242,,27,6,0.1818,,27,6,0.1818,
1541,34,32,2,0.0588,,20,14,0.4118,,32,2,0.0588,,34,0,0.0000,
1542,38,29,9,0.2368,,21,17,0.4474,,30,8,0.2105,,31,7,0.1842,
1543,38,34,4,0.1053,,20,18,0.4737,,35,3,0.0789,,36,2,0.0526,
1544,37,28,9,0.2432,,21,16,0.4324,,28,9,0.2432,,31,6,0.1622,
1545,39,29,10,0.2564,,19,20,0.5128,,29,10,0.2564,,31,8,0.2051,
1546,38,27,11,0.2895,,18,20,0.5263,,27,11,0.2895,,30,8,0.2105,
1547,38,31,7,0.1842,,22,16,0.4211,,31,7,0.1842,,35,3,0.0789,
1548,38,28,10,0.2632,,22,16,0.4211,,30,8,0.2105,,30,8,0.2105,
1549,36,28,8,0.2222,,21,15,0.4167,,28,8,0.2222,,30,6,0.1667,
1550,41,28,13,0.3171,,23,18,0.4390,,29,12,0.2927,,30,11,0.2683,
1551,41,29,12,0.2927,,23,18,0.4390,,31,10,0.2439,,31,10,0.2439,
1552,40,31,9,0.2250,,21,19,0.4750,,31,9,0.2250,,34,6,0.1500,
1553,37,29,8,0.2162,,20,17,0.4595,,29,8,0.2162,,29,8,0.2162,
1554,38,31,7,0.1842,,24,14,0.3684,,31,7,0.1842,,33,5,0.1316,
1555,36,30,6,0.1667,,24,12,0.3333,,32,4,0.1111,,33,3,0.0833,
1556,37,26,11,0.2973,,23,14,0.3784,,26,11,0.2973,,27,10,0.2703,
1557,35,29,6,0.1714,,20,15,0.4286,,29,6,0.1714,,33,2,0.0571,
1558,31,23,8,0.2581,,18,13,0.4194,,24,7,0.2258,,24,7,0.2258,
1559,34,24,10,0.2941,,16,18,0.5294,,25,9,0.2647,,27,7,0.2059,
1560,32,29,3,0.0938,,20,12,0.3750,,29,3,0.0938,,29,3,0.0938,
1561,35,22,13,0.3714,,17,18,0.5143,,23,12,0.3429,,23,12,0.3429,
1562,34,26,8,0.2353,,23,11,0.3235,,26,8,0.2353,,29,5,0.1471,
1563,37,24,13,0.3514,,22,15,0.4054,,24,13,0.3514,,25,12,0.3243,
1564,35,28,7,0.2000,,21,14,0.4000,,28,7,0.2000,,28,7,0.2000,
1565,30,24,6,0.2000,,21,9,0.3000,,24,6,0.2000,,26,4,0.1333,
1566,30,24,6,0.2000,,19,11,0.3667,,24,6,0.2000,,25,5,0.1667,
1567,33,28,5,0.1515,,18,15,0.4545,,30,3,0.0909,,34,-1,0.0303,
1568,37,26,11,0.2973,,18,19,0.5135,,27,10,0.2703,,30,7,0.1892,
1569,39,26,13,0.3333,,19,20,0.5128,,26,13,0.3333,,26,13,0.3333,
1570,36,26,10,0.2778,,19,17,0.4722,,27,9,0.2500,,31,5,0.1389,
1571,39,30,9,0.2308,,26,13,0.3333,,30,9,0.2308,,32,7,0.1795,
1572,40,35,5,0.1250,,24,16,0.4000,,36,4,0.1000,,39,1,0.0250,
1573,40,39,1,0.0250,,27,13,0.3250,,40,0,0.0000,,43,-3,0.0750,
1574,38,31,7,0.1842,,26,12,0.3158,,32,6,0.1579,,34,4,0.1053,
1575,45,33,12,0.2667,,25,20,0.4444,,34,11,0.2444,,37,8,0.1778,
1576,48,33,15,0.3125,,22,26,0.5417,,33,15,0.3125,,34,14,0.2917,
1577,42,34,8,0.1905,,22,20,0.4762,,36,6,0.1429,,40,2,0.0476,
1578,36,28,8,0.2222,,23,13,0.3611,,28,8,0.2222,,31,5,0.1389,
1579,39,28,11,0.2821,,21,18,0.4615,,28,11,0.2821,,30,9,0.2308,
1580,39,28,11,0.2821,,22,17,0.4359,,28,11,0.2821,,32,7,0.1795,
1581,37,29,8,0.2162,,18,19,0.5135,,30,7,0.1892,,30,7,0.1892,
1582,33,26,7,0.2121,,18,15,0.4545,,26,7,0.2121,,26,7,0.2121,
1583,31,28,3,0.0968,,18,13,0.4194,,29,2,0.0645,,32,-1,0.0323,
1584,33,27,6,0.1818,,20,13,0.3939,,27,6,0.1818,,29,4,0.1212,
1585,34,31,3,0.0882,,21,13,0.3824,,31,3,0.0882,,35,-1,0.0294,
1586,32,28,4,0.1250,,20,12,0.3750,,28,4,0.1250,,31,1,0.0313,
1587,32,28,4,0.1250,,23,9,0.2813,,28,4,0.1250,,29,3,0.0938,
1588,29,27,2,0.0690,,21,8,0.2759,,28,1,0.0345,,30,-1,0.0345,
1589,29,25,4,0.1379,,18,11,0.3793,,25,4,0.1379,,25,4,0.1379,
1590,32,30,2,0.0625,,18,14,0.4375,,30,2,0.0625,,32,0,0.0000,
1591,31,28,3,0.0968,,20,11,0.3548,,29,2,0.0645,,29,2,0.0645,
1592,26,25,1,0.0385,,16,10,0.3846,,25,1,0.0385,,25,1,0.0385,
1593,28,24,4,0.1429,,19,9,0.3214,,24,4,0.1429,,26,2,0.0714,
1594,29,27,2,0.0690,,18,11,0.3793,,27,2,0.0690,,28,1,0.0345,
1595,28,25,3,0.1071,,16,12,0.4286,,25,3,0.1071,,28,0,0.0000,
1596,31,26,5,0.1613,,20,11,0.3548,,26,5,0.1613,,27,4,0.1290,
1597,30,33,-3,0.1000,,22,8,0.2667,,34,-4,0.1333,,35,-5,0.1667,
1598,37,25,12,0.3243,,16,21,0.5676,,25,12,0.3243,,26,11,0.2973,
1599,37,25,12,0.3243,,19,18,0.4865,,25,12,0.3243,,28,9,0.2432,
1600,35,29,6,0.1714,,20,15,0.4286,,30,5,0.1429,,32,3,0.0857,
1601,34,29,5,0.1471,,21,13,0.3824,,29,5,0.1471,,32,2,0.0588,
1602,31,27,4,0.1290,,18,13,0.4194,,28,3,0.0968,,29,2,0.0645,
1603,32,26,6,0.1875,,18,14,0.4375,,26,6,0.1875,,29,3,0.0938,
1604,35,24,11,0.3143,,18,17,0.4857,,24,11,0.3143,,24,11,0.3143,
1605,32,28,4,0.1250,,20,12,0.3750,,29,3,0.0938,,32,0,0.0000,
1606,34,25,9,0.2647,,21,13,0.3824,,25,9,0.2647,,27,7,0.2059,
1607,37,27,10,0.2703,,18,19,0.5135,,27,10,0.2703,,27,10,0.2703,
1608,39,31,8,0.2051,,21,18,0.4615,,31,8,0.2051,,31,8,0.2051,
1609,40,27,13,0.3250,,19,21,0.5250,,29,11,0.2750,,31,9,0.2250,
1610,45,29,16,0.3556,,23,22,0.4889,,31,14,0.3111,,33,12,0.2667,
1611,45,32,13,0.2889,,21,24,0.5333,,32,13,0.2889,,32,13,0.2889,
1612,45,30,15,0.3333,,23,22,0.4889,,30,15,0.3333,,35,10,0.2222,
1613,47,29,18,0.3830,,20,27,0.5745,,29,18,0.3830,,30,17,0.3617,
1614,47,34,13,0.2766,,20,27,0.5745,,34,13,0.2766,,39,8,0.1702,
1615,44,36,8,0.1818,,23,21,0.4773,,36,8,0.1818,,36,8,0.1818,
1616,41,34,7,0.1707,,22,19,0.4634,,34,7,0.1707,,36,5,0.1220,
1617,38,34,4,0.1053,,24,14,0.3684,,35,3,0.0789,,39,-1,0.0263,
1618,43,31,12,0.2791,,21,22,0.5116,,32,11,0.2558,,33,10,0.2326,
1619,43,34,9,0.2093,,26,17,0.3953,,34,9,0.2093,,36,7,0.1628,
1620,42,32,10,0.2381,,20,22,0.5238,,32,10,0.2381,,33,9,0.2143,
1621,39,32,7,0.1795,,25,14,0.3590,,32,7,0.1795,,32,7,0.1795,
1622,37,27,10,0.2703,,21,16,0.4324,,28,9,0.2432,,29,8,0.2162,
1623,37,27,10,0.2703,,21,16,0.4324,,27,10,0.2703,,28,9,0.2432,
1624,34,31,3,0.0882,,20,14,0.4118,,31,3,0.0882,,34,0,0.0000,
1625,34,31,3,0.0882,,19,15,0.4412,,32,2,0.0588,,34,0,0.0000,
1626,34,28,6,0.1765,,20,14,0.4118,,28,6,0.1765,,31,3,0.0882,
1627,33,26,7,0.2121,,22,11,0.3333,,28,5,0.1515,,32,1,0.0303,
1628,33,26,7,0.2121,,22,11,0.3333,,26,7,0.2121,,28,5,0.1515,
1629,31,25,6,0.1935,,22,9,0.2903,,26,5,0.1613,,28,3,0.0968,
1630,33,30,3,0.0909,,20,13,0.3939,,30,3,0.0909,,30,3,0.0909,
1631,29,22,7,0.2414,,21,8,0.2759,,22,7,0.2414,,22,7,0.2414,
1632,27,27,0,0.0000,,21,6,0.2222,,27,0,0.0000,,28,-1,0.0370,
1633,27,28,-1,0.0370,,20,7,0.2593,,29,-2,0.0741,,33,-6,0.2222,
1634,28,30,-2,0.0714,,20,8,0.2857,,30,-2,0.0714,,34,-6,0.2143,
1635,33,31,2,0.0606,,21,12,0.3636,,31,2,0.0606,,35,-2,0.0606,
1636,34,34,0,0.0000,,23,11,0.3235,,35,-1,0.0294,,37,-3,0.0882,
1637,37,26,11,0.2973,,22,15,0.4054,,27,10,0.2703,,28,9,0.2432,
1638,34,30,4,0.1176,,21,13,0.3824,,30,4,0.1176,,32,2,0.0588,
1639,39,30,9,0.2308,,23,16,0.4103,,31,8,0.2051,,33,6,0.1538,
1640,34,28,6,0.1765,,19,15,0.4412,,28,6,0.1765,,32,2,0.0588,
1641,39,30,9,0.2308,,22,17,0.4359,,31,8,0.2051,,33,6,0.1538,
1642,37,27,10,0.2703,,20,17,0.4595,,27,10,0.2703,,27,10,0.2703,
1643,33,24,9,0.2727,,19,14,0.4242,,24,9,0.2727,,26,7,0.2121,
1644,37,33,4,0.1081,,21,16,0.4324,,33,4,0.1081,,36,1,0.0270,
1645,42,34,8,0.1905,,25,17,0.4048,,35,7,0.1667,,35,7,0.1667,
1646,39,31,8,0.2051,,21,18,0.4615,,32,7,0.1795,,32,7,0.1795,
1647,40,28,12,0.3000,,19,21,0.5250,,30,10,0.2500,,31,9,0.2250,
1648,39,31,8,0.2051,,18,21,0.5385,,31,8,0.2051,,33,6,0.1538,
1649,38,27,11,0.2895,,20,18,0.4737,,28,10,0.2632,,30,8,0.2105,
1650,41,36,5,0.1220,,26,15,0.3659,,36,5,0.1220,,37,4,0.0976,
1651,40,30,10,0.2500,,25,15,0.3750,,31,9,0.2250,,31,9,0.2250,
1652,43,35,8,0.1860,,26,17,0.3953,,37,6,0.1395,,38,5,0.1163,
1653,42,37,5,0.1190,,24,18,0.4286,,38,4,0.0952,,39,3,0.0714,
1654,45,32,13,0.2889,,23,22,0.4889,,35,10,0.2222,,39,6,0.1333,
1655,45,35,10,0.2222,,20,25,0.5556,,35,10,0.2222,,35,10,0.2222,
1656,47,33,14,0.2979,,22,25,0.5319,,35,12,0.2553,,36,11,0.2340,
1657,45,35,10,0.2222,,25,20,0.4444,,35,10,0.2222,,37,8,0.1778,
1658,46,35,11,0.2391,,25,21,0.4565,,36,10,0.2174,,36,10,0.2174,
1659,46,34,12,0.2609,,22,24,0.5217,,36,10,0.2174,,39,7,0.1522,
1660,44,28,16,0.3636,,20,24,0.5455,,29,15,0.3409,,31,13,0.2955,
1661,38,25,13,0.3421,,19,19,0.5000,,26,12,0.3158,,27,11,0.2895,
1662,34,26,8,0.2353,,19,15,0.4412,,26,8,0.2353,,28,6,0.1765,
1663,32,27,5,0.1563,,18,14,0.4375,,27,5,0.1563,,28,4,0.1250,
1664,33,29,4,0.1212,,22,11,0.3333,,30,3,0.0909,,34,-1,0.0303,
1665,32,32,0,0.0000,,17,15,0.4688,,32,0,0.0000,,35,-3,0.0938,
1666,28,26,2,0.0714,,18,10,0.3571,,28,0,0.0000,,28,0,0.0000,
1667,25,29,-4,0.1600,,16,9,0.3600,,29,-4,0.1600,,32,-7,0.2800,
1668,23,24,-1,0.0435,,13,10,0.4348,,25,-2,0.0870,,29,-6,0.2609,
1669,22,27,-5,0.2273,,16,6,0.2727,,27,-5,0.2273,,28,-6,0.2727,
1670,23,34,-11,0.4783,,17,6,0.2609,,35,-12,0.5217,,40,-17,0.7391,
1671,25,25,0,0.0000,,17,8,0.3200,,25,0,0.0000,,27,-2,0.0800,
1672,26,23,3,0.1154,,18,8,0.3077,,25,1,0.0385,,28,-2,0.0769,
1673,29,24,5,0.1724,,19,10,0.3448,,28,1,0.0345,,30,-1,0.0345,
1674,29,24,5,0.1724,,17,12,0.4138,,24,5,0.1724,,27,2,0.0690,
1675,30,24,6,0.2000,,18,12,0.4000,,24,6,0.2000,,26,4,0.1333,
1676,30,26,4,0.1333,,20,10,0.3333,,26,4,0.1333,,29,1,0.0333,
1677,29,31,-2,0.0690,,18,11,0.3793,,32,-3,0.1034,,35,-6,0.2069,
1678,31,29,2,0.0645,,21,10,0.3226,,30,1,0.0323,,32,-1,0.0323,
1679,30,30,0,0.0000,,21,9,0.3000,,30,0,0.0000,,33,-3,0.1000,
1680,32,21,11,0.3438,,20,12,0.3750,,23,9,0.2813,,25,7,0.2188,
1681,34,29,5,0.1471,,20,14,0.4118,,30,4,0.1176,,33,1,0.0294,
1682,33,33,0,0.0000,,20,13,0.3939,,34,-1,0.0303,,36,-3,0.0909,
1683,33,29,4,0.1212,,21,12,0.3636,,30,3,0.0909,,32,1,0.0303,
1684,32,26,6,0.1875,,20,12,0.3750,,28,4,0.1250,,32,0,0.0000,
1685,30,29,1,0.0333,,17,13,0.4333,,29,1,0.0333,,29,1,0.0333,
1686,28,26,2,0.0714,,16,12,0.4286,,26,2,0.0714,,28,0,0.0000,
1687,30,26,4,0.1333,,15,15,0.5000,,26,4,0.1333,,27,3,0.1000,
1688,36,29,7,0.1944,,20,16,0.4444,,29,7,0.1944,,30,6,0.1667,
1689,35,33,2,0.0571,,19,16,0.4571,,33,2,0.0571,,33,2,0.0571,
1690,35,27,8,0.2286,,20,15,0.4286,,27,8,0.2286,,29,6,0.1714,
1691,30,30,0,0.0000,,20,10,0.3333,,30,0,0.0000,,33,-3,0.1000,
1692,29,30,-1,0.0345,,20,9,0.3103,,31,-2,0.0690,,31,-2,0.0690,
1693,29,26,3,0.1034,,20,9,0.3103,,27,2,0.0690,,31,-2,0.0690,
1694,32,29,3,0.0938,,21,11,0.3438,,29,3,0.0938,,29,3,0.0938,
1695,34,27,7,0.2059,,20,14,0.4118,,27,7,0.2059,,29,5,0.1471,
1696,35,22,13,0.3714,,20,15,0.4286,,23,12,0.3429,,25,10,0.2857,
1697,31,25,6,0.1935,,20,11,0.3548,,25,6,0.1935,,26,5,0.1613,
1698,29,27,2,0.0690,,20,9,0.3103,,27,2,0.0690,,28,1,0.0345,
1699,28,25,3,0.1071,,18,10,0.3571,,25,3,0.1071,,28,0,0.0000,
1700,27,28,-1,0.0370,,18,9,0.3333,,29,-2,0.0741,,31,-4,0.1481,
1701,31,32,-1,0.0323,,22,9,0.2903,,36,-5,0.1613,,43,-12,0.3871,
1702,29,28,1,0.0345,,20,9,0.3103,,29,0,0.0000,,30,-1,0.0345,
1703,36,26,10,0.2778,,19,17,0.4722,,27,9,0.2500,,30,6,0.1667,
1704,35,31,4,0.1143,,24,11,0.3143,,31,4,0.1143,,34,1,0.0286,
1705,37,26,11,0.2973,,22,15,0.4054,,26,11,0.2973,,29,8,0.2162,
1706,30,28,2,0.0667,,21,9,0.3000,,28,2,0.0667,,29,1,0.0333,
1707,32,26,6,0.1875,,18,14,0.4375,,26,6,0.1875,,30,2,0.0625,
1708,33,30,3,0.0909,,24,9,0.2727,,31,2,0.0606,,34,-1,0.0303,
1709,37,30,7,0.1892,,20,17,0.4595,,31,6,0.1622,,33,4,0.1081,
1710,37,35,2,0.0541,,27,10,0.2703,,36,1,0.0270,,37,0,0.0000,
1711,33,33,0,0.0000,,23,10,0.3030,,33,0,0.0000,,35,-2,0.0606,
1712,40,26,14,0.3500,,17,23,0.5750,,26,14,0.3500,,30,10,0.2500,
1713,43,32,11,0.2558,,22,21,0.4884,,32,11,0.2558,,35,8,0.1860,
1714,43,38,5,0.1163,,25,18,0.4186,,38,5,0.1163,,42,1,0.0233,
1715,42,37,5,0.1190,,24,18,0.4286,,39,3,0.0714,,40,2,0.0476,
1716,45,37,8,0.1778,,26,19,0.4222,,37,8,0.1778,,38,7,0.1556,
1717,44,39,5,0.1136,,22,22,0.5000,,39,5,0.1136,,42,2,0.0455,
1718,41,39,2,0.0488,,25,16,0.3902,,39,2,0.0488,,40,1,0.0244,
1719,45,33,12,0.2667,,24,21,0.4667,,34,11,0.2444,,37,8,0.1778,
1720,43,35,8,0.1860,,23,20,0.4651,,36,7,0.1628,,37,6,0.1395,
1721,40,32,8,0.2000,,24,16,0.4000,,32,8,0.2000,,33,7,0.1750,
1722,40,30,10,0.2500,,22,18,0.4500,,30,10,0.2500,,31,9,0.2250,
1723,44,35,9,0.2045,,22,22,0.5000,,36,8,0.1818,,37,7,0.1591,
1724,44,32,12,0.2727,,26,18,0.4091,,33,11,0.2500,,36,8,0.1818,
1725,44,38,6,0.1364,,22,22,0.5000,,39,5,0.1136,,43,1,0.0227,
1726,44,37,7,0.1591,,23,21,0.4773,,37,7,0.1591,,43,1,0.0227,
1727,44,35,9,0.2045,,23,21,0.4773,,35,9,0.2045,,37,7,0.1591,
1728,41,34,7,0.1707,,25,16,0.3902,,36,5,0.1220,,39,2,0.0488,
1729,45,33,12,0.2667,,24,21,0.4667,,35,10,0.2222,,35,10,0.2222,
1730,48,37,11,0.2292,,23,25,0.5208,,38,10,0.2083,,40,8,0.1667,
1731,47,36,11,0.2340,,25,22,0.4681,,36,11,0.2340,,37,10,0.2128,
1732,44,32,12,0.2727,,23,21,0.4773,,33,11,0.2500,,33,11,0.2500,
1733,38,29,9,0.2368,,22,16,0.4211,,29,9,0.2368,,29,9,0.2368,
1734,43,38,5,0.1163,,26,17,0.3953,,38,5,0.1163,,41,2,0.0465,
1735,39,35,4,0.1026,,24,15,0.3846,,36,3,0.0769,,37,2,0.0513,
1736,40,33,7,0.1750,,24,16,0.4000,,33,7,0.1750,,34,6,0.1500,
1737,38,32,6,0.1579,,22,16,0.4211,,33,5,0.1316,,35,3,0.0789,
1738,34,35,-1,0.0294,,25,9,0.2647,,35,-1,0.0294,,38,-4,0.1176,
1739,37,37,0,0.0000,,25,12,0.3243,,37,0,0.0000,,38,-1,0.0270,
1740,35,34,1,0.0286,,23,12,0.3429,,34,1,0.0286,,38,-3,0.0857,
1741,33,35,-2,0.0606,,24,9,0.2727,,36,-3,0.0909,,38,-5,0.1515,
1742,36,30,6,0.1667,,22,14,0.3889,,31,5,0.1389,,34,2,0.0556,
1743,32,31,1,0.0313,,23,9,0.2813,,32,0,0.0000,,32,0,0.0000,
1744,27,24,3,0.1111,,17,10,0.3704,,24,3,0.1111,,27,0,0.0000,
1745,29,35,-6,0.2069,,18,11,0.3793,,35,-6,0.2069,,36,-7,0.2414,
1746,27,27,0,0.0000,,18,9,0.3333,,31,-4,0.1481,,33,-6,0.2222,
1747,30,30,0,0.0000,,19,11,0.3667,,30,0,0.0000,,31,-1,0.0333,
1748,28,29,-1,0.0357,,22,6,0.2143,,30,-2,0.0714,,31,-3,0.1071,
1749,31,26,5,0.1613,,20,11,0.3548,,28,3,0.0968,,29,2,0.0645,
1750,28,28,0,0.0000,,20,8,0.2857,,28,0,0.0000,,31,-3,0.1071,
1751,28,27,1,0.0357,,21,7,0.2500,,29,-1,0.0357,,34,-6,0.2143,
1752,27,26,1,0.0370,,20,7,0.2593,,26,1,0.0370,,26,1,0.0370,
1753,28,26,2,0.0714,,20,8,0.2857,,26,2,0.0714,,27,1,0.0357,
1754,32,31,1,0.0313,,24,8,0.2500,,32,0,0.0000,,33,-1,0.0313,
1755,30,29,1,0.0333,,22,8,0.2667,,31,-1,0.0333,,33,-3,0.1000,
1756,32,31,1,0.0313,,19,13,0.4063,,31,1,0.0313,,31,1,0.0313,
1757,30,26,4,0.1333,,19,11,0.3667,,26,4,0.1333,,29,1,0.0333,
1758,30,28,2,0.0667,,16,14,0.4667,,28,2,0.0667,,29,1,0.0333,
1759,26,30,-4,0.1538,,20,6,0.2308,,30,-4,0.1538,,35,-9,0.3462,
1760,26,29,-3,0.1154,,19,7,0.2692,,29,-3,0.1154,,31,-5,0.1923,
1761,23,28,-5,0.2174,,18,5,0.2174,,28,-5,0.2174,,32,-9,0.3913,
1762,25,29,-4,0.1600,,20,5,0.2000,,30,-5,0.2000,,33,-8,0.3200,
1763,27,25,2,0.0741,,17,10,0.3704,,26,1,0.0370,,27,0,0.0000,
1764,26,28,-2,0.0769,,19,7,0.2692,,28,-2,0.0769,,29,-3,0.1154,
1765,25,20,5,0.2000,,16,9,0.3600,,21,4,0.1600,,26,-1,0.0400,
1766,24,23,1,0.0417,,17,7,0.2917,,23,1,0.0417,,26,-2,0.0833,
1767,22,25,-3,0.1364,,17,5,0.2273,,26,-4,0.1818,,30,-8,0.3636,
1768,20,23,-3,0.1500,,16,4,0.2000,,24,-4,0.2000,,27,-7,0.3500,
1769,20,28,-8,0.4000,,14,6,0.3000,,30,-10,0.5000,,34,-14,0.7000,
1770,20,23,-3,0.1500,,13,7,0.3500,,24,-4,0.2000,,28,-8,0.4000,
1771,21,29,-8,0.3810,,17,4,0.1905,,29,-8,0.3810,,33,-12,0.5714,
1772,21,26,-5,0.2381,,18,3,0.1429,,27,-6,0.2857,,28,-7,0.3333,
1773,26,22,4,0.1538,,17,9,0.3462,,24,2,0.0769,,28,-2,0.0769,
1774,27,24,3,0.1111,,18,9,0.3333,,24,3,0.1111,,25,2,0.0741,
1775,30,28,2,0.0667,,19,11,0.3667,,28,2,0.0667,,30,0,0.0000,
1776,30,29,1,0.0333,,19,11,0.3667,,29,1,0.0333,,31,-1,0.0333,
1777,34,28,6,0.1765,,21,13,0.3824,,29,5,0.1471,,32,2,0.0588,
1778,29,25,4,0.1379,,19,10,0.3448,,26,3,0.1034,,30,-1,0.0345,
1779,30,27,3,0.1000,,20,10,0.3333,,27,3,0.1000,,29,1,0.0333,
1780,29,29,0,0.0000,,24,5,0.1724,,29,0,0.0000,,31,-2,0.0690,
1781,31,30,1,0.0323,,21,10,0.3226,,31,0,0.0000,,33,-2,0.0645,
1782,35,30,5,0.1429,,22,13,0.3714,,32,3,0.0857,,34,1,0.0286,
1783,34,32,2,0.0588,,24,10,0.2941,,32,2,0.0588,,33,1,0.0294,
1784,36,27,9,0.2500,,21,15,0.4167,,30,6,0.1667,,31,5,0.1389,
1785,37,32,5,0.1351,,20,17,0.4595,,32,5,0.1351,,33,4,0.1081,
1786,38,32,6,0.1579,,18,20,0.5263,,33,5,0.1316,,37,1,0.0263,
1787,31,33,-2,0.0645,,19,12,0.3871,,33,-2,0.0645,,36,-5,0.1613,
1788,28,35,-7,0.2500,,22,6,0.2143,,36,-8,0.2857,,41,-13,0.4643,
1789,27,33,-6,0.2222,,17,10,0.3704,,35,-8,0.2963,,35,-8,0.2963,
1790,25,29,-4,0.1600,,15,10,0.4000,,29,-4,0.1600,,34,-9,0.3600,
1791,27,26,1,0.0370,,19,8,0.2963,,27,0,0.0000,,32,-5,0.1852,
1792,27,36,-9,0.3333,,18,9,0.3333,,36,-9,0.3333,,40,-13,0.4815,
1793,32,41,-9,0.2813,,23,9,0.2813,,42,-10,0.3125,,44,-12,0.3750,
1794,31,32,-1,0.0323,,22,9,0.2903,,33,-2,0.0645,,37,-6,0.1935,
1795,26,36,-10,0.3846,,22,4,0.1538,,36,-10,0.3846,,40,-14,0.5385,
1796,25,28,-3,0.1200,,19,6,0.2400,,29,-4,0.1600,,31,-6,0.2400,
1797,28,36,-8,0.2857,,21,7,0.2500,,36,-8,0.2857,,41,-13,0.4643,
1798,28,28,0,0.0000,,18,10,0.3571,,28,0,0.0000,,32,-4,0.1429,
1799,30,27,3,0.1000,,18,12,0.4000,,27,3,0.1000,,29,1,0.0333,
1800,33,26,7,0.2121,,20,13,0.3939,,26,7,0.2121,,26,7,0.2121,
1801,31,27,4,0.1290,,22,9,0.2903,,27,4,0.1290,,27,4,0.1290,
1802,34,26,8,0.2353,,18,16,0.4706,,26,8,0.2353,,29,5,0.1471,
1803,29,32,-3,0.1034,,18,11,0.3793,,35,-6,0.2069,,37,-8,0.2759,
1804,32,29,3,0.0938,,18,14,0.4375,,30,2,0.0625,,32,0,0.0000,
1805,31,28,3,0.0968,,20,11,0.3548,,29,2,0.0645,,30,1,0.0323,
1806,30,27,3,0.1000,,20,10,0.3333,,27,3,0.1000,,29,1,0.0333,
1807,30,31,-1,0.0333,,18,12,0.4000,,32,-2,0.0667,,34,-4,0.1333,
1808,29,27,2,0.0690,,21,8,0.2759,,27,2,0.0690,,32,-3,0.1034,
1809,33,30,3,0.0909,,22,11,0.3333,,30,3,0.0909,,33,0,0.0000,
1810,39,30,9,0.2308,,21,18,0.4615,,31,8,0.2051,,37,2,0.0513,
1811,41,28,13,0.3171,,22,19,0.4634,,29,12,0.2927,,29,12,0.2927,
1812,39,34,5,0.1282,,26,13,0.3333,,34,5,0.1282,,34,5,0.1282,
1813,37,32,5,0.1351,,25,12,0.3243,,34,3,0.0811,,35,2,0.0541,
1814,38,32,6,0.1579,,25,13,0.3421,,32,6,0.1579,,34,4,0.1053,
1815,34,31,3,0.0882,,23,11,0.3235,,31,3,0.0882,,34,0,0.0000,
1816,33,30,3,0.0909,,24,9,0.2727,,30,3,0.0909,,30,3,0.0909,
1817,32,32,0,0.0000,,21,11,0.3438,,32,0,0.0000,,33,-1,0.0313,
1818,30,26,4,0.1333,,18,12,0.4000,,26,4,0.1333,,28,2,0.0667,
1819,33,31,2,0.0606,,18,15,0.4545,,35,-2,0.0606,,38,-5,0.1515,
1820,35,35,0,0.0000,,23,12,0.3429,,35,0,0.0000,,39,-4,0.1143,
1821,37,34,3,0.0811,,18,19,0.5135,,36,1,0.0270,,37,0,0.0000,
1822,35,36,-1,0.0286,,21,14,0.4000,,38,-3,0.0857,,39,-4,0.1143,
1823,36,35,1,0.0278,,22,14,0.3889,,35,1,0.0278,,41,-5,0.1389,
1824,34,32,2,0.0588,,21,13,0.3824,,33,1,0.0294,,34,0,0.0000,
1825,33,29,4,0.1212,,23,10,0.3030,,31,2,0.0606,,33,0,0.0000,
1826,32,25,7,0.2188,,22,10,0.3125,,25,7,0.2188,,32,0,0.0000,
1827,32,31,1,0.0313,,21,11,0.3438,,32,0,0.0000,,35,-3,0.0938,
1828,32,33,-1,0.0313,,18,14,0.4375,,34,-2,0.0625,,35,-3,0.0938,
1829,35,32,3,0.0857,,20,15,0.4286,,33,2,0.0571,,34,1,0.0286,
1830,35,30,5,0.1429,,22,13,0.3714,,32,3,0.0857,,35,0,0.0000,
1831,36,28,8,0.2222,,21,15,0.4167,,30,6,0.1667,,32,4,0.1111,
1832,35,33,2,0.0571,,21,14,0.4000,,33,2,0.0571,,35,0,0.0000,
